Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Training 5000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0155    |
|    n_updates            | 2940       |
|    policy_gradient_loss | 0.00329    |
|    std                  | 0.143      |
|    value_loss           | 0.00383    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 384        |
| time/                   |            |
|    fps                  | 5019       |
|    iterations           | 296        |
|    time_elapsed         | 966        |
|    total_timesteps      | 4849664    |
| train/                  |            |
|    approx_kl            | 0.25334865 |
|    clip_fraction        | 0.734      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.48       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0164    |
|    n_updates            | 2950       |
|    policy_gradient_loss | 0.00414    |
|    std                  | 0.143      |
|    value_loss           | 0.00288    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 374        |
| time/                   |            |
|    fps                  | 5019       |
|    iterations           | 297        |
|    time_elapsed         | 969        |
|    total_timesteps      | 4866048    |
| train/                  |            |
|    approx_kl            | 0.26876807 |
|    clip_fraction        | 0.74       |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.45       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0182    |
|    n_updates            | 2960       |
|    policy_gradient_loss | 0.00881    |
|    std                  | 0.143      |
|    value_loss           | 0.00386    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 399        |
| time/                   |            |
|    fps                  | 5020       |
|    iterations           | 298        |
|    time_elapsed         | 972        |
|    total_timesteps      | 4882432    |
| train/                  |            |
|    approx_kl            | 0.27698743 |
|    clip_fraction        | 0.74       |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.46       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00353   |
|    n_updates            | 2970       |
|    policy_gradient_loss | 0.00879    |
|    std                  | 0.143      |
|    value_loss           | 0.0045     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 400       |
| time/                   |           |
|    fps                  | 5021      |
|    iterations           | 299       |
|    time_elapsed         | 975       |
|    total_timesteps      | 4898816   |
| train/                  |           |
|    approx_kl            | 0.2676428 |
|    clip_fraction        | 0.731     |
|    clip_range           | 0.2       |
|    entropy_loss         | 9.47      |
|    explained_variance   | 0.992     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0287   |
|    n_updates            | 2980      |
|    policy_gradient_loss | 0.00178   |
|    std                  | 0.143     |
|    value_loss           | 0.00203   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 385        |
| time/                   |            |
|    fps                  | 5022       |
|    iterations           | 300        |
|    time_elapsed         | 978        |
|    total_timesteps      | 4915200    |
| train/                  |            |
|    approx_kl            | 0.26910964 |
|    clip_fraction        | 0.74       |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.49       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00771   |
|    n_updates            | 2990       |
|    policy_gradient_loss | 0.00747    |
|    std                  | 0.143      |
|    value_loss           | 0.00366    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 396        |
| time/                   |            |
|    fps                  | 5023       |
|    iterations           | 301        |
